index,AÃ±o,Trimestre,Provincia,Mbps (Media de bajada),Accesos por cada 100 hab,Accesos por cada 100 hogares,Latitud,Longitud
281,2021,1,SAN JUAN,6.910089995382067,9.948368694803314,39.055194335357605,-31.31442612644254,-68.50334378949645
282,2021,1,SAN LUIS,21.594379804710776,23.24883515831701,81.23730177127507,-32.98264595285886,-65.88683861327827
283,2021,1,SANTA CRUZ,7.501531847531764,12.391825403443834,41.64783103990742,-48.863730255517886,-69.86373350526509
284,2021,1,SANTA FE,28.130630073152936,23.242382186130484,73.91656407026184,-31.64634283294476,-61.04726054930406
285,2021,1,SANTIAGO DEL ESTERO,11.584174516498134,11.334871169032644,45.67308282365455,-27.784103764741893,-63.62189998971087
286,2021,1,TIERRA DEL FUEGO,8.734752396277898,22.9312154304354,77.34935609177366,-62.35015217161648,-59.53190998460846
287,2021,1,TUCUMAN,37.97961958190828,13.57896382467824,54.81892254125389,-26.998180477681764,-65.29453734502505
288,2020,4,BUENOS AIRES,50.00838083963576,22.90151153254686,68.97702220170737,-35.633728326052875,-59.695392866402734
290,2020,4,CATAMARCA,37.6500877273544,12.567459308545084,49.40688354549741,-27.97273476331947,-66.12713970412685
291,2020,4,CHACO,32.45204676418101,11.50064617804086,43.03078864977911,-26.86207729911804,-60.15511735633289
292,2020,4,CHUBUT,7.383087626414736,20.95087117462161,68.35189915825622,-44.077151734192086,-68.66765299463769
293,2020,4,CORDOBA,35.120601241883946,23.904978675681004,78.07960876338194,-31.846608244153405,-63.96214628932277
294,2020,4,CORRIENTES,25.446700896630592,11.172002734788627,42.42828394694903,-28.61578113415668,-57.97533573736128
295,2020,4,ENTRE RIOS,24.05327825306045,17.78197083072765,59.47430676097378,-31.925167566210387,-59.26302098168299
296,2020,4,FORMOSA,19.6983490087788,8.268390853815193,32.487381907596735,-25.09315954739276,-59.46860152020448
297,2020,4,JUJUY,25.20639328416149,13.66962311713536,53.45659123390888,-23.523573011085336,-65.43805280478172
298,2020,4,LA PAMPA,9.875605170860927,26.9404221718048,81.76793248945148,-36.47714174789248,-64.4553406128059
299,2020,4,LA RIOJA,12.534655980598345,13.339129511730942,50.11061211701148,-29.330863895517307,-67.13983451857555
300,2020,4,MENDOZA,11.093171319457166,10.779753857792285,38.62957896227819,-33.368795530481485,-68.68534600457129
301,2020,4,MISIONES,24.956617779680364,11.614898792582805,42.64411416119227,-27.058215458325986,-54.96724865075839
302,2020,4,NEUQUEN,33.90786486677393,19.943555550895127,67.00234522048092,-38.49954335558701,-69.8742115743201
303,2020,4,RIO NEGRO,21.636719189849995,18.789319055171752,61.08861548045476,-39.89645026413934,-67.6105113380815
304,2020,4,SALTA,25.32243965074473,13.088389057411083,54.04275200147659,-24.248013631473587,-64.70250708135784
305,2020,4,SAN JUAN,6.412867397953183,9.251858120163536,36.32088215575813,-31.31442612644254,-68.50334378949645
306,2020,4,SAN LUIS,21.252954082189127,23.375314368474104,81.67947806105701,-32.98264595285886,-65.88683861327827
307,2020,4,SANTA CRUZ,7.492108628119051,11.008682660661702,36.99957245908797,-48.863730255517886,-69.86373350526509
308,2020,4,SANTA FE,27.294352446215623,23.136769743176902,73.58073807267776,-31.64634283294476,-61.04726054930406
309,2020,4,SANTIAGO DEL ESTERO,11.280765527511996,10.857437164805166,43.749256620689934,-27.784103764741893,-63.62189998971087
310,2020,4,TIERRA DEL FUEGO,8.486806949337868,22.609569143137627,76.26583496977399,-62.35015217161648,-59.53190998460846
311,2020,4,TUCUMAN,36.44224682915296,13.57016980842894,54.78340441369959,-26.998180477681764,-65.29453734502505
312,2020,3,BUENOS AIRES,48.37662390811511,22.410088053440287,67.65618983090923,-35.633728326052875,-59.695392866402734
314,2020,3,CATAMARCA,36.540436607329845,11.995288801288368,47.15709898417198,-27.97273476331947,-66.12713970412685
315,2020,3,CHACO,30.802726948564217,11.102767361905425,41.54192057806515,-26.86207729911804,-60.15511735633289
316,2020,3,CHUBUT,7.402074441844787,20.94871530485329,68.34389815720037,-44.077151734192086,-68.66765299463769
317,2020,3,CORDOBA,33.51119497419789,23.029708353509868,75.22035723669207,-31.846608244153405,-63.96214628932277
318,2020,3,CORRIENTES,23.851523971242955,10.993613616681577,41.750749470464434,-28.61578113415668,-57.97533573736128
319,2020,3,ENTRE RIOS,22.432598646206184,17.398110879051448,58.1901640924315,-31.925167566210387,-59.26302098168299
320,2020,3,FORMOSA,18.2828320694304,8.120337229392224,31.905623310186535,-25.09315954739276,-59.46860152020448
321,2020,3,JUJUY,21.910419686869957,13.820037033679933,54.04441923820905,-23.523573011085336,-65.43805280478172
322,2020,3,LA PAMPA,10.697630905402091,26.115702018823036,79.26447706670275,-36.47714174789248,-64.4553406128059
323,2020,3,LA RIOJA,12.194703767058195,13.341312020771634,50.11811323630268,-29.330863895517307,-67.13983451857555
324,2020,3,MENDOZA,10.18749103459563,10.422355488053226,37.348633137232696,-33.368795530481485,-68.68534600457129
325,2020,3,MISIONES,24.14176187252152,11.331798537010409,41.60448628544863,-27.058215458325986,-54.96724865075839
326,2020,3,NEUQUEN,31.46090402703376,19.42045929269766,65.24417025530218,-38.49954335558701,-69.8742115743201
327,2020,3,RIO NEGRO,21.07777870325876,17.54802558517,57.05240591584501,-39.89645026413934,-67.6105113380815
328,2020,3,SALTA,25.261155924027737,12.670239307125406,52.31571212848803,-24.248013631473587,-64.70250708135784
329,2020,3,SAN JUAN,6.027864793582682,9.88083251128296,38.78995525412846,-31.31442612644254,-68.50334378949645
330,2020,3,SAN LUIS,20.84992813378867,22.8839263803681,79.96172209417188,-32.98264595285886,-65.88683861327827
331,2020,3,SANTA CRUZ,6.649363712026633,10.697207032526524,35.95152890784452,-48.863730255517886,-69.86373350526509
332,2020,3,SANTA FE,25.690941341268072,22.677710522681583,72.12060247348236,-31.64634283294476,-61.04726054930406
333,2020,3,SANTIAGO DEL ESTERO,10.87901727065974,10.76484130094044,43.37593131691913,-27.784103764741893,-63.62189998971087
334,2020,3,TIERRA DEL FUEGO,8.506676055475614,22.7715153638102,76.80909583946696,-62.35015217161648,-59.53190998460846
335,2020,3,TUCUMAN,34.835801698615526,13.184990703555616,53.2281495112899,-26.998180477681764,-65.29453734502505
336,2020,2,BUENOS AIRES,45.66197363212277,21.55285840483632,65.2205801358229,-35.633728326052875,-59.695392866402734
338,2020,2,CATAMARCA,34.92595642857143,11.556666835285702,45.43181818181818,-27.97273476331947,-66.12713970412685
339,2020,2,CHACO,27.95228467436429,10.646198278920558,39.83250279006581,-26.86207729911804,-60.15511735633289
340,2020,2,CHUBUT,7.605487984559083,17.577923412048097,57.344613387235526,-44.077151734192086,-68.66765299463769
341,2020,2,CORDOBA,30.987577637139463,22.262629768284132,72.71358531242393,-31.846608244153405,-63.96214628932277
342,2020,2,CORRIENTES,22.15030606257576,10.613139950481656,40.30476267979574,-28.61578113415668,-57.97533573736128
343,2020,2,ENTRE RIOS,20.448621178442583,16.90464963972206,56.538654739709614,-31.925167566210387,-59.26302098168299
344,2020,2,FORMOSA,16.870258993114398,7.925539742616724,31.1394362262631,-25.09315954739276,-59.46860152020448
345,2020,2,JUJUY,15.864013631862552,12.246000275261045,47.887810227872784,-23.523573011085336,-65.43805280478172
346,2020,2,LA PAMPA,8.028862255598405,25.07384596485546,76.10158288987562,-36.47714174789248,-64.4553406128059
347,2020,2,LA RIOJA,11.66911096197726,13.267548880443243,49.83993501839552,-29.330863895517307,-67.13983451857555
348,2020,2,MENDOZA,9.274562732094155,10.116652469373571,36.25224342110005,-33.368795530481485,-68.68534600457129
349,2020,2,MISIONES,22.560122617583183,11.136919674351834,40.88779600969606,-27.058215458325986,-54.96724865075839
350,2020,2,NEUQUEN,29.100147623878517,19.02059866374008,63.89846903376432,-38.49954335558701,-69.8742115743201
351,2020,2,RIO NEGRO,19.679596047283173,17.338453751536527,56.36933524879196,-39.89645026413934,-67.6105113380815
352,2020,2,SALTA,22.55853618795662,12.492822821915324,51.58158335340357,-24.248013631473587,-64.70250708135784
353,2020,2,SAN JUAN,6.308614963196474,8.939786450606132,35.09485776365026,-31.31442612644254,-68.50334378949645
354,2020,2,SAN LUIS,21.02062693689071,22.440286647722235,78.4096773527651,-32.98264595285886,-65.88683861327827
355,2020,2,SANTA CRUZ,6.593202418178028,10.650675172081195,35.79262396979603,-48.863730255517886,-69.86373350526509
356,2020,2,SANTA FE,23.925791608984092,22.01189934872471,70.002168637187,-31.64634283294476,-61.04726054930406
357,2020,2,SANTIAGO DEL ESTERO,10.411619106122004,10.787648634906734,43.46716682468362,-27.784103764741893,-63.62189998971087
358,2020,2,TIERRA DEL FUEGO,8.128329395457266,22.642392447335883,76.36948260742473,-62.35015217161648,-59.53190998460846
359,2020,2,TUCUMAN,32.70453443718797,12.826796661758182,51.78074091030483,-26.998180477681764,-65.29453734502505
360,2020,1,BUENOS AIRES,45.18128807375552,21.20808101421276,64.32563101743429,-35.633728326052875,-59.695392866402734
362,2020,1,CATAMARCA,29.132225012939607,9.568286447482455,37.615427687460254,-27.97273476331947,-66.12713970412685
363,2020,1,CHACO,25.942049334121737,10.018358007806318,37.483833369172615,-26.86207729911804,-60.15511735633289
364,2020,1,CHUBUT,7.117047781865397,15.715139739949183,51.26848941909703,-44.077151734192086,-68.66765299463769
365,2020,1,CORDOBA,29.39478783506133,21.64232669040361,70.6880744339108,-31.846608244153405,-63.96214628932277
366,2020,1,CORRIENTES,20.538999274943325,10.198192297264283,38.7290799422309,-28.61578113415668,-57.97533573736128
367,2020,1,ENTRE RIOS,19.029765335057498,16.779387594256768,56.12006051437216,-31.925167566210387,-59.26302098168299
368,2020,1,FORMOSA,15.697352607415109,7.693633209507935,30.228303962606848,-25.09315954739276,-59.46860152020448
369,2020,1,JUJUY,14.14492205715465,11.934505713694248,46.670230639987786,-23.523573011085336,-65.43805280478172
370,2020,1,LA PAMPA,7.291757720474826,24.96348894596364,75.76678781291396,-36.47714174789248,-64.4553406128059
371,2020,1,LA RIOJA,7.962418947150687,12.337423688670192,46.346631384166976,-29.330863895517307,-67.13983451857555
372,2020,1,MENDOZA,8.440867710216997,9.248656325291032,33.14207670017271,-33.368795530481485,-68.68534600457129
373,2020,1,MISIONES,22.148213068436263,10.627621055982177,39.01834755171205,-27.058215458325986,-54.96724865075839
374,2020,1,NEUQUEN,27.76828207897622,18.409872883598883,61.84749362355069,-38.49954335558701,-69.8742115743201
375,2020,1,RIO NEGRO,19.06030056406124,16.95263605430754,55.11566865962362,-39.89645026413934,-67.6105113380815
376,2020,1,SALTA,21.425047243902736,12.011697200976553,49.59568027012866,-24.248013631473587,-64.70250708135784
377,2020,1,SAN JUAN,6.036984591484099,8.251277881190129,32.392292136304725,-31.31442612644254,-68.50334378949645
378,2020,1,SAN LUIS,20.989379744282655,21.838769386372302,76.30854184641933,-32.98264595285886,-65.88683861327827
379,2020,1,SANTA CRUZ,6.417170627364028,10.704172537298618,35.97427628896549,-48.863730255517886,-69.86373350526509
380,2020,1,SANTA FE,22.42405677003625,21.86132458787361,69.52357940253133,-31.64634283294476,-61.04726054930406
381,2020,1,SANTIAGO DEL ESTERO,10.00053908049476,10.539212166838636,42.466359187991806,-27.784103764741893,-63.62189998971087
382,2020,1,TIERRA DEL FUEGO,7.410865837696335,22.552553250860385,76.06964979018785,-62.35015217161648,-59.53190998460846
383,2020,1,TUCUMAN,32.24553094303289,11.852464901793743,47.84792325850032,-26.998180477681764,-65.29453734502505
384,2019,4,BUENOS AIRES,30.769694141005864,21.135089381908887,64.25205288245421,-35.633728326052875,-59.695392866402734
386,2019,4,CATAMARCA,24.87830767046261,9.268865071492511,36.43842912715547,-27.97273476331947,-66.12713970412685
387,2019,4,CHACO,23.37495080016229,9.84506318966921,36.835478630342415,-26.86207729911804,-60.15511735633289
388,2019,4,CHUBUT,6.994113523445059,15.6771711859264,51.14501785514712,-44.077151734192086,-68.66765299463769
389,2019,4,CORDOBA,26.16228061451293,21.57949716642836,70.48295566244217,-31.846608244153405,-63.96214628932277
390,2019,4,CORRIENTES,19.255411607971407,10.208283637368018,38.767440989262106,-28.61578113415668,-57.97533573736128
391,2019,4,ENTRE RIOS,17.007580897657125,17.339132629892976,57.99221691704514,-31.925167566210387,-59.26302098168299
392,2019,4,FORMOSA,14.525629551519328,7.755476118924716,30.471313480544048,-25.09315954739276,-59.46860152020448
393,2019,4,JUJUY,12.959200042804213,11.60391510228381,45.37754633175065,-23.523573011085336,-65.43805280478172
394,2019,4,LA PAMPA,6.526152195693043,25.344921847620384,76.92418969170417,-36.47714174789248,-64.4553406128059
395,2019,4,LA RIOJA,8.000880364029628,12.547563567459605,47.13589011052434,-29.330863895517307,-67.13983451857555
396,2019,4,MENDOZA,7.785200889987086,9.39011273391884,33.64903072027183,-33.368795530481485,-68.68534600457129
397,2019,4,MISIONES,20.32034743574273,10.837581902491848,39.78923684048622,-27.058215458325986,-54.96724865075839
398,2019,4,NEUQUEN,26.01988431478295,17.668184976921886,59.35590092822445,-38.49954335558701,-69.8742115743201
399,2019,4,RIO NEGRO,17.17699897385603,17.13387032217983,55.70500968287489,-39.89645026413934,-67.6105113380815
400,2019,4,SALTA,19.08357302283381,12.195492805546795,50.35463892238824,-24.248013631473587,-64.70250708135784
401,2019,4,SAN JUAN,6.040171698468491,8.36915261267133,32.85497572815534,-31.31442612644254,-68.50334378949645
402,2019,4,SAN LUIS,20.690353422143115,21.441352893267837,74.92002603481464,-32.98264595285886,-65.88683861327827
403,2019,4,SANTA CRUZ,5.207925064069708,10.923427797723754,36.71136308535834,-48.863730255517886,-69.86373350526509
404,2019,4,SANTA FE,20.54719701980728,21.84835065573258,69.48235725596862,-31.64634283294476,-61.04726054930406
405,2019,4,SANTIAGO DEL ESTERO,9.792201844355846,10.651974288337923,42.92077382358182,-27.784103764741893,-63.62189998971087
406,2019,4,TIERRA DEL FUEGO,7.27,23.62754675261621,79.69536136377089,-62.35015217161648,-59.53190998460846
407,2019,4,TUCUMAN,29.87038932431276,11.803181280712074,47.64902012521289,-26.998180477681764,-65.29453734502505
408,2019,3,BUENOS AIRES,25.679380143834067,22.761733615562225,69.35630106079125,-35.633728326052875,-59.695392866402734
410,2019,3,CATAMARCA,9.293407429459826,7.855954765218487,30.883614526737205,-27.97273476331947,-66.12713970412685
411,2019,3,CHACO,19.994668122685404,9.580664387529255,35.8460309754608,-26.86207729911804,-60.15511735633289
412,2019,3,CHUBUT,6.966323588474291,14.580466548718958,47.56624162293312,-44.077151734192086,-68.66765299463769
413,2019,3,CORDOBA,23.19340236493985,21.000781776953534,68.59234901069021,-31.846608244153405,-63.96214628932277
414,2019,3,CORRIENTES,16.69992255090861,10.134028114178689,38.48535113586719,-28.61578113415668,-57.97533573736128
415,2019,3,ENTRE RIOS,14.69513286650061,17.311661825597923,57.90009945796624,-31.925167566210387,-59.26302098168299
416,2019,3,FORMOSA,13.22353748406198,7.664177713890219,30.11243299777749,-25.09315954739276,-59.46860152020448
417,2019,3,JUJUY,11.968240929924349,11.334206981241008,44.322486842913605,-23.523573011085336,-65.43805280478172
418,2019,3,LA PAMPA,5.719666464891041,25.519002705641388,77.45269423291748,-36.47714174789248,-64.4553406128059
419,2019,3,LA RIOJA,8.002375296912113,12.76243179085612,47.94290512174643,-29.330863895517307,-67.13983451857555
420,2019,3,MENDOZA,6.10822854552147,11.368189016279215,40.73714258735342,-33.368795530481485,-68.68534600457129
421,2019,3,MISIONES,17.931522461372833,10.713348334458953,39.33292986744382,-27.058215458325986,-54.96724865075839
422,2019,3,NEUQUEN,23.74841515996666,19.092075679641724,64.13887269491578,-38.49954335558701,-69.8742115743201
423,2019,3,RIO NEGRO,15.983718503999242,19.508498591229387,63.42470088700958,-39.89645026413934,-67.6105113380815
424,2019,3,SALTA,14.746465244455525,10.771854623416075,44.47617792228716,-24.248013631473587,-64.70250708135784
425,2019,3,SAN JUAN,6.038229508650902,9.440941485226007,37.06231303554226,-31.31442612644254,-68.50334378949645
426,2019,3,SAN LUIS,19.743826982349614,24.390971166174676,85.22608876849344,-32.98264595285886,-65.88683861327827
427,2019,3,SANTA CRUZ,5.017746940956451,10.601555192584216,35.62816097885956,-48.863730255517886,-69.86373350526509
428,2019,3,SANTA FE,18.165529686687883,21.656424746361637,68.87178057593026,-31.64634283294476,-61.04726054930406
429,2019,3,SANTIAGO DEL ESTERO,9.38941313142636,13.725288048364083,55.30391146854541,-27.784103764741893,-63.62189998971087
430,2019,3,TIERRA DEL FUEGO,6.690701380143412,28.59892519321212,96.46210963092378,-62.35015217161648,-59.53190998460846
431,2019,3,TUCUMAN,19.323994794580525,9.781574184382116,39.487600204016815,-26.998180477681764,-65.29453734502505
432,2019,2,BUENOS AIRES,22.480046018557395,22.215789484298067,67.84713982374198,-35.633728326052875,-59.695392866402734
434,2019,2,CATAMARCA,8.81,8.173397032450584,32.13095022019278,-27.97273476331947,-66.12713970412685
435,2019,2,CHACO,16.01024333099657,9.125011329267103,34.14026097986763,-26.86207729911804,-60.15511735633289
436,2019,2,CHUBUT,6.054406893543786,14.403808727896068,46.98798413626923,-44.077151734192086,-68.66765299463769
437,2019,2,CORDOBA,18.43151783191278,20.84163724223824,68.07130938789848,-31.846608244153405,-63.96214628932277
438,2019,2,CORRIENTES,13.833035083816176,10.047459019420458,38.15558588418795,-28.61578113415668,-57.97533573736128
439,2019,2,ENTRE RIOS,12.193357817950574,17.185820444672466,57.47823458872391,-31.925167566210387,-59.26302098168299
440,2019,2,FORMOSA,10.836611219480826,7.742195783956093,30.418236006943307,-25.09315954739276,-59.46860152020448
441,2019,2,JUJUY,12.073382280507326,11.382934590825071,44.511922790626045,-23.523573011085336,-65.43805280478172
442,2019,2,LA PAMPA,5.492288321417966,25.39783989548608,77.08313750288404,-36.47714174789248,-64.4553406128059
443,2019,2,LA RIOJA,7.894163486005089,12.965645588675004,48.70493914424316,-29.330863895517307,-67.13983451857555
444,2019,2,MENDOZA,6.02629690452623,11.373356541672887,40.754624235362655,-33.368795530481485,-68.68534600457129
445,2019,2,MISIONES,14.50130254739236,10.662825595018376,39.14612554169944,-27.058215458325986,-54.96724865075839
446,2019,2,NEUQUEN,17.242865250195976,18.77790080562025,63.0809643276744,-38.49954335558701,-69.8742115743201
447,2019,2,RIO NEGRO,11.628050204319909,18.792276756346176,61.0942074999118,-39.89645026413934,-67.6105113380815
448,2019,2,SALTA,12.548748750601565,10.146610869132008,41.89319832036978,-24.248013631473587,-64.70250708135784
449,2019,2,SAN JUAN,6.118522013069041,9.068540162527924,35.59971733748176,-31.31442612644254,-68.50334378949645
450,2019,2,SAN LUIS,19.875972848399364,23.40822663016059,81.789994425864,-32.98264595285886,-65.88683861327827
451,2019,2,SANTA CRUZ,6.008047317560813,8.584064828655885,28.846063055322123,-48.863730255517886,-69.86373350526509
452,2019,2,SANTA FE,15.074549058890282,21.201130485144205,67.42291993321949,-31.64634283294476,-61.04726054930406
453,2019,2,SANTIAGO DEL ESTERO,7.103112882966522,13.101581339388986,52.78997126317105,-27.784103764741893,-63.62189998971087
454,2019,2,TIERRA DEL FUEGO,6.34,28.10756382159569,94.79803428023492,-62.35015217161648,-59.53190998460846
455,2019,2,TUCUMAN,18.52931788592033,9.942460440805863,40.13604621420884,-26.998180477681764,-65.29453734502505
456,2019,1,BUENOS AIRES,19.643958224230506,21.64173785141924,66.24255522736811,-35.633728326052875,-59.695392866402734
458,2019,1,CATAMARCA,7.964005155271879,8.188504627374574,32.190488956121285,-27.97273476331947,-66.12713970412685
459,2019,1,CHACO,13.444236269077935,8.722835003407456,32.635876579429485,-26.86207729911804,-60.15511735633289
460,2019,1,CHUBUT,5.891730569196159,13.180368061670734,42.99773633717796,-44.077151734192086,-68.66765299463769
461,2019,1,CORDOBA,15.73486422864591,20.05952769269671,65.5173840768055,-31.846608244153405,-63.96214628932277
462,2019,1,CORRIENTES,12.049695550812029,9.25199213887151,35.13498688698812,-28.61578113415668,-57.97533573736128
463,2019,1,ENTRE RIOS,10.659197328953976,16.979402393290254,56.78815996169284,-31.925167566210387,-59.26302098168299
464,2019,1,FORMOSA,9.825089957835711,7.55368578631946,29.67769463043193,-25.09315954739276,-59.46860152020448
465,2019,1,JUJUY,8.560464217465055,11.867849761055307,46.40843874036665,-23.523573011085336,-65.43805280478172
466,2019,1,LA PAMPA,5.057861842867403,25.157516640472675,76.35457433780647,-36.47714174789248,-64.4553406128059
467,2019,1,LA RIOJA,7.092792286992043,13.359402478637785,50.184587883262736,-29.330863895517307,-67.13983451857555
468,2019,1,MENDOZA,5.742764175317399,10.508862067173826,37.657164970282864,-33.368795530481485,-68.68534600457129
469,2019,1,MISIONES,12.512773459683505,9.87579609120626,36.25716826552349,-27.058215458325986,-54.96724865075839
470,2019,1,NEUQUEN,15.88465326391522,17.526490396034294,58.87800433437489,-38.49954335558701,-69.8742115743201
471,2019,1,RIO NEGRO,10.488420648136287,16.478122478195964,53.57164978100252,-39.89645026413934,-67.6105113380815
472,2019,1,SALTA,10.37710001396946,9.711781014403453,40.09834441771615,-24.248013631473587,-64.70250708135784
473,2019,1,SAN JUAN,5.839263189429536,8.108982017265918,31.833058053465464,-31.31442612644254,-68.50334378949645
474,2019,1,SAN LUIS,8.708555188754593,19.27177940129152,67.3379373977716,-32.98264595285886,-65.88683861327827
475,2019,1,SANTA CRUZ,5.779992970397563,7.042691634453057,23.66765499676892,-48.863730255517886,-69.86373350526509
476,2019,1,SANTA FE,12.986963477266004,21.059894917387947,66.97409094791476,-31.64634283294476,-61.04726054930406
477,2019,1,SANTIAGO DEL ESTERO,6.415070737969083,9.3116162809496,37.51941674600391,-27.784103764741893,-63.62189998971087
478,2019,1,TIERRA DEL FUEGO,6.341101450612301,27.684925791261847,93.37581922721242,-62.35015217161648,-59.53190998460846
479,2019,1,TUCUMAN,16.573299964579572,10.31263096739148,41.63074443134759,-26.998180477681764,-65.29453734502505
480,2018,4,BUENOS AIRES,16.934363010150058,21.058833823398523,64.60284663484316,-35.633728326052875,-59.695392866402734
482,2018,4,CATAMARCA,8.043920202659912,8.197333541624968,32.225346166025346,-27.97273476331947,-66.12713970412685
483,2018,4,CHACO,13.492083570210347,8.7108351925502,32.59096087632982,-26.86207729911804,-60.15511735633289
484,2018,4,CHUBUT,6.085223903684034,13.061729706052178,42.61093609604538,-44.077151734192086,-68.66765299463769
485,2018,4,CORDOBA,15.813667433629776,19.92843117514227,65.08926459112368,-31.846608244153405,-63.96214628932277
486,2018,4,CORRIENTES,12.138923393387724,9.102210657080787,34.56627656869549,-28.61578113415668,-57.97533573736128
487,2018,4,ENTRE RIOS,11.023282490376957,16.257794035384702,54.37477348639939,-31.925167566210387,-59.26302098168299
488,2018,4,FORMOSA,9.816893711913805,7.568639138457005,29.73653915732,-25.09315954739276,-59.46860152020448
489,2018,4,JUJUY,8.562737601752614,11.89948419241854,46.53226639132679,-23.523573011085336,-65.43805280478172
490,2018,4,LA PAMPA,4.319094957943483,24.215175627605007,73.49404828314209,-36.47714174789248,-64.4553406128059
491,2018,4,LA RIOJA,7.093382125154895,13.402859048246764,50.347993917417234,-29.330863895517307,-67.13983451857555
492,2018,4,MENDOZA,5.746675102434321,10.536933969997644,37.757783845911696,-33.368795530481485,-68.68534600457129
493,2018,4,MISIONES,12.495112674155788,9.38376401334208,34.4507488777944,-27.058215458325986,-54.96724865075839
494,2018,4,NEUQUEN,15.89123364607043,17.58336203291432,59.06916926636779,-38.49954335558701,-69.8742115743201
495,2018,4,RIO NEGRO,10.487005565275494,15.952033444971306,51.86140345426057,-39.89645026413934,-67.6105113380815
496,2018,4,SALTA,10.45728408913591,9.63988499012216,39.80161006973815,-24.248013631473587,-64.70250708135784
497,2018,4,SAN JUAN,5.715266539357845,8.125067548299477,31.89625207025579,-31.31442612644254,-68.50334378949645
498,2018,4,SAN LUIS,8.818992791900516,19.332549309229275,67.55045369760039,-32.98264595285886,-65.88683861327827
499,2018,4,SANTA CRUZ,5.119507364772868,7.049080016507051,23.68919410065612,-48.863730255517886,-69.86373350526509
500,2018,4,SANTA FE,13.179234899969485,20.62373640643868,65.58706886191564,-31.64634283294476,-61.04726054930406
501,2018,4,SANTIAGO DEL ESTERO,6.309255243851745,9.2821177795649,37.40072595129344,-27.784103764741893,-63.62189998971087
502,2018,4,TIERRA DEL FUEGO,7.436562008214025,27.748785315817887,93.59257086207944,-62.35015217161648,-59.53190998460846
503,2018,4,TUCUMAN,16.58323444553027,10.344120436439566,41.75796963877769,-26.998180477681764,-65.29453734502505
504,2018,3,BUENOS AIRES,16.77973513236217,20.95908740104848,64.44056759752046,-35.633728326052875,-59.695392866402734
506,2018,3,CATAMARCA,7.806521941530631,8.373046550087581,32.91594537411041,-27.97273476331947,-66.12713970412685
