index,AÃ±o,Trimestre,Provincia,Mbps (Media de bajada),Accesos por cada 100 hab,Accesos por cada 100 hogares,Latitud,Longitud
507,2018,3,CHACO,12.89496189060927,8.628583509513742,32.283100833077576,-26.86207729911804,-60.15511735633289
508,2018,3,CHUBUT,6.076722322942862,17.28630822939319,56.39174585226903,-44.077151734192086,-68.66765299463769
509,2018,3,CORDOBA,14.8182495375679,19.66915749676994,64.24210026029336,-31.846608244153405,-63.96214628932277
510,2018,3,CORRIENTES,11.493228365457124,9.018948170247882,34.24993887383215,-28.61578113415668,-57.97533573736128
511,2018,3,ENTRE RIOS,10.524753506287304,15.016208210741231,50.22201385837749,-31.925167566210387,-59.26302098168299
512,2018,3,FORMOSA,9.318495441068285,7.5279498103121085,29.576573428878444,-25.09315954739276,-59.46860152020448
513,2018,3,JUJUY,7.669872151814152,5.949165647225797,23.26370013719552,-23.523573011085336,-65.43805280478172
514,2018,3,LA PAMPA,4.283048376167659,23.64056278957734,71.75023651844843,-36.47714174789248,-64.4553406128059
515,2018,3,LA RIOJA,6.156013225626096,13.505484520192356,50.73304318059562,-29.330863895517307,-67.13983451857555
516,2018,3,MENDOZA,5.786015677158131,10.60196923196676,37.990597267996215,-33.368795530481485,-68.68534600457129
517,2018,3,MISIONES,12.487485758721087,8.74450949017475,32.10366641805902,-27.058215458325986,-54.96724865075839
518,2018,3,NEUQUEN,14.674244286624784,18.005451709791327,60.48661674396911,-38.49954335558701,-69.8742115743201
519,2018,3,RIO NEGRO,10.06446008106754,15.546572458298687,50.54264808703746,-39.89645026413934,-67.6105113380815
520,2018,3,SALTA,9.265848177562406,9.549341341721156,39.42741342068409,-24.248013631473587,-64.70250708135784
521,2018,3,SAN JUAN,5.738204725877363,8.419357955569252,33.05141650392377,-31.31442612644254,-68.50334378949645
522,2018,3,SAN LUIS,8.814987579354126,14.9833598756571,52.35311497551916,-32.98264595285886,-65.88683861327827
523,2018,3,SANTA CRUZ,5.369715716600383,9.738987459252597,32.72785029455932,-48.863730255517886,-69.86373350526509
524,2018,3,SANTA FE,12.357326043488577,19.939106982732063,63.4096146162309,-31.64634283294476,-61.04726054930406
525,2018,3,SANTIAGO DEL ESTERO,5.779842512369051,8.996517443513934,36.24961697805127,-27.784103764741893,-63.62189998971087
526,2018,3,TIERRA DEL FUEGO,5.98788374717833,27.506021696216745,92.77191839394062,-62.35015217161648,-59.53190998460846
527,2018,3,TUCUMAN,15.255950362488306,10.325137534986972,41.68101359528755,-26.998180477681764,-65.29453734502505
528,2018,2,BUENOS AIRES,14.679375512175804,20.374582324435124,62.78226651094991,-35.633728326052875,-59.695392866402734
530,2018,2,CATAMARCA,7.693096507452943,8.35838388395506,32.8575008674866,-27.97273476331947,-66.12713970412685
531,2018,2,CHACO,12.499460181995785,8.353123614291734,31.25170499603489,-26.86207729911804,-60.15511735633289
532,2018,2,CHUBUT,5.329857730598913,16.830485129144066,54.90230333735512,-44.077151734192086,-68.66765299463769
533,2018,2,CORDOBA,13.876809406349514,19.373198551696014,63.2743661231958,-31.846608244153405,-63.96214628932277
534,2018,2,CORRIENTES,10.87765289559918,8.903247385340823,33.80975390881165,-28.61578113415668,-57.97533573736128
535,2018,2,ENTRE RIOS,10.186702751759965,14.711648453505866,49.20261187052838,-31.925167566210387,-59.26302098168299
536,2018,2,FORMOSA,8.974986530777175,7.491907616509303,29.434226520797,-25.09315954739276,-59.46860152020448
537,2018,2,JUJUY,6.289345589213642,5.9923974768014165,23.432202729854477,-23.523573011085336,-65.43805280478172
538,2018,2,LA PAMPA,4.098364171057469,23.40701065826804,71.04033787278055,-36.47714174789248,-64.4553406128059
539,2018,2,LA RIOJA,5.591861584368082,13.570922884408905,50.97789073923241,-29.330863895517307,-67.13983451857555
540,2018,2,MENDOZA,5.880529663045039,10.318226443150964,36.97287272406129,-33.368795530481485,-68.68534600457129
541,2018,2,MISIONES,11.759657402552,8.61598877251767,31.630907682221824,-27.058215458325986,-54.96724865075839
542,2018,2,NEUQUEN,13.365011560107956,17.931877810369247,60.23679161402031,-38.49954335558701,-69.8742115743201
543,2018,2,RIO NEGRO,9.509595114373948,15.42558308937726,50.1478946239634,-39.89645026413934,-67.6105113380815
544,2018,2,SALTA,8.928271706442677,9.673102808845783,39.93719209989731,-24.248013631473587,-64.70250708135784
545,2018,2,SAN JUAN,5.845597830692315,8.392841711641646,32.94664884868421,-31.31442612644254,-68.50334378949645
546,2018,2,SAN LUIS,5.900575184880855,4.336137508962927,15.150424491351384,-32.98264595285886,-65.88683861327827
547,2018,2,SANTA CRUZ,5.189289950855788,9.919588050940062,33.33236451006607,-48.863730255517886,-69.86373350526509
548,2018,2,SANTA FE,11.74888462281756,19.675591530682105,62.57079239957442,-31.64634283294476,-61.04726054930406
549,2018,2,SANTIAGO DEL ESTERO,5.911001646998384,8.750160589339375,35.25646421116424,-27.784103764741893,-63.62189998971087
550,2018,2,TIERRA DEL FUEGO,5.942745057375916,27.16231651599105,91.60519629538562,-62.35015217161648,-59.53190998460846
551,2018,2,TUCUMAN,13.506545729627105,10.283671207148595,41.512563170017415,-26.998180477681764,-65.29453734502505
552,2018,1,BUENOS AIRES,14.198889644680946,20.27965291057949,62.62621166168454,-35.633728326052875,-59.695392866402734
554,2018,1,CATAMARCA,8.198860528714677,8.342098537275874,32.79361613741535,-27.97273476331947,-66.12713970412685
555,2018,1,CHACO,12.444064678644969,8.240328535251999,30.829927645702472,-26.86207729911804,-60.15511735633289
556,2018,1,CHUBUT,5.418637938827784,16.466326556340928,53.71560488248906,-44.077151734192086,-68.66765299463769
557,2018,1,CORDOBA,12.790571217400483,19.447381073339752,63.51716965201617,-31.846608244153405,-63.96214628932277
558,2018,1,CORRIENTES,11.118502865253635,8.60133260210877,32.66346087317512,-28.61578113415668,-57.97533573736128
559,2018,1,ENTRE RIOS,9.87523936699876,14.555673456325383,48.68120241785722,-31.925167566210387,-59.26302098168299
560,2018,1,FORMOSA,11.056815367469506,5.4480098282582645,21.40431025921144,-25.09315954739276,-59.46860152020448
561,2018,1,JUJUY,6.741185879384532,5.912829505826147,23.12126087567753,-23.523573011085336,-65.43805280478172
562,2018,1,LA PAMPA,3.995131352064104,23.64124866231016,71.75163692275797,-36.47714174789248,-64.4553406128059
563,2018,1,LA RIOJA,5.890820604111634,13.694770063119927,51.44351011244806,-29.330863895517307,-67.13983451857555
564,2018,1,MENDOZA,5.881626969169374,10.345843091967913,37.07215110240331,-33.368795530481485,-68.68534600457129
565,2018,1,MISIONES,12.082189465143012,8.432278416607307,30.95673588446963,-27.058215458325986,-54.96724865075839
566,2018,1,NEUQUEN,11.96045995607415,18.31283869735193,61.517390351563726,-38.49954335558701,-69.8742115743201
567,2018,1,RIO NEGRO,8.976243194361576,15.323567091543692,49.816861312232405,-39.89645026413934,-67.6105113380815
568,2018,1,SALTA,9.1894409821995,9.633845443846392,39.7755916329188,-24.248013631473587,-64.70250708135784
569,2018,1,SAN JUAN,5.850581035549749,8.306800710570991,32.60917745169287,-31.31442612644254,-68.50334378949645
570,2018,1,SAN LUIS,5.89436270457927,4.335615022675048,15.14879034827491,-32.98264595285886,-65.88683861327827
571,2018,1,SANTA CRUZ,5.189289950855788,9.98473486255572,33.55275989857616,-48.863730255517886,-69.86373350526509
572,2018,1,SANTA FE,11.173305005746002,19.58468236875741,62.28199844300957,-31.64634283294476,-61.04726054930406
573,2018,1,SANTIAGO DEL ESTERO,6.248210722163038,8.683504190530646,34.9882694482421,-27.784103764741893,-63.62189998971087
574,2018,1,TIERRA DEL FUEGO,5.768082036032884,19.33152333431171,65.19963702359347,-62.35015217161648,-59.53190998460846
575,2018,1,TUCUMAN,9.355631684806106,10.200177350055142,41.17600938886616,-26.998180477681764,-65.29453734502505
576,2017,4,BUENOS AIRES,12.9720825438982,18.61464924835486,57.609615290258205,-35.633728326052875,-59.695392866402734
578,2017,4,CATAMARCA,7.78415435139573,7.280600419229377,28.620950093924897,-27.97273476331947,-66.12713970412685
579,2017,4,CHACO,11.702868121959405,8.234501979468078,30.808158111236537,-26.86207729911804,-60.15511735633289
580,2017,4,CHUBUT,5.408238076890145,15.77581593080522,51.46309626749354,-44.077151734192086,-68.66765299463769
581,2017,4,CORDOBA,11.63658470115664,19.390857786793124,63.33262565207773,-31.846608244153405,-63.96214628932277
582,2017,4,CORRIENTES,10.384400430891969,8.562263620309615,32.51511831118755,-28.61578113415668,-57.97533573736128
583,2017,4,ENTRE RIOS,9.295960619999066,14.317635180183578,47.885245293746834,-31.925167566210387,-59.26302098168299
584,2017,4,FORMOSA,10.114170463766309,5.414060072151437,21.27097668924972,-25.09315954739276,-59.46860152020448
585,2017,4,JUJUY,6.638821273566491,5.81583543877829,22.742083716267025,-23.523573011085336,-65.43805280478172
586,2017,4,LA PAMPA,3.975819444981504,23.4099297739188,71.04976106378558,-36.47714174789248,-64.4553406128059
587,2017,4,LA RIOJA,5.877588849506658,13.727965660359493,51.56847440546175,-29.330863895517307,-67.13983451857555
588,2017,4,MENDOZA,5.71002586675844,9.300280994440511,33.32562553415048,-33.368795530481485,-68.68534600457129
589,2017,4,MISIONES,11.324123723249611,8.482789477895514,31.14218485379854,-27.058215458325986,-54.96724865075839
590,2017,4,NEUQUEN,10.719151524540267,18.2308851652642,61.24232317785096,-38.49954335558701,-69.8742115743201
591,2017,4,RIO NEGRO,8.045522324672751,15.18781366272272,49.37562976824529,-39.89645026413934,-67.6105113380815
592,2017,4,SALTA,8.451742767775633,9.638816535753657,39.79624247145896,-24.248013631473587,-64.70250708135784
593,2017,4,SAN JUAN,5.832260073010133,7.718528602820455,30.29992919128174,-31.31442612644254,-68.50334378949645
594,2017,4,SAN LUIS,5.732208801354054,3.0299272402738,10.586731069754228,-32.98264595285886,-65.88683861327827
595,2017,4,SANTA CRUZ,5.206584828874508,8.603821648608145,28.912492882806827,-48.863730255517886,-69.86373350526509
596,2017,4,SANTA FE,10.297494601847182,19.405680474329014,61.7127712196729,-31.64634283294476,-61.04726054930406
597,2017,4,SANTIAGO DEL ESTERO,6.165600214985038,7.228687949666727,29.126386109501063,-27.784103764741893,-63.62189998971087
598,2017,4,TIERRA DEL FUEGO,5.203225704536838,17.758493353028065,59.89413596263622,-62.35015217161648,-59.53190998460846
599,2017,4,TUCUMAN,9.106021307187058,9.883286960651205,39.8968735176797,-26.998180477681764,-65.29453734502505
600,2017,3,BUENOS AIRES,8.425706211853651,17.935870973592106,55.62938339533962,-35.633728326052875,-59.695392866402734
602,2017,3,CATAMARCA,5.260018066713561,8.265091234974188,32.49092567790524,-27.97273476331947,-66.12713970412685
603,2017,3,CHACO,8.484871287555498,8.012103738024656,29.975925647657625,-26.86207729911804,-60.15511735633289
604,2017,3,CHUBUT,3.4783469156690874,14.16737183585357,46.21537746651841,-44.077151734192086,-68.66765299463769
605,2017,3,CORDOBA,9.11557287304998,19.076953915608296,62.30700225296333,-31.846608244153405,-63.96214628932277
606,2017,3,CORRIENTES,7.447416428085263,8.470212670540503,32.16543574593796,-28.61578113415668,-57.97533573736128
607,2017,3,ENTRE RIOS,6.993400639349653,13.741494179292031,45.95812167017718,-31.925167566210387,-59.26302098168299
608,2017,3,FORMOSA,7.06882153411281,5.43429504811395,21.35038438007076,-25.09315954739276,-59.46860152020448
609,2017,3,JUJUY,4.689006725369201,5.791142800512126,22.64536299508256,-23.523573011085336,-65.43805280478172
610,2017,3,LA PAMPA,3.4381011143320657,22.780807976856146,69.13993701142644,-36.47714174789248,-64.4553406128059
611,2017,3,LA RIOJA,5.010090208766659,13.70065107981072,51.46525230494696,-29.330863895517307,-67.13983451857555
612,2017,3,MENDOZA,3.512962661663036,9.964323465862444,35.70493177720565,-33.368795530481485,-68.68534600457129
613,2017,3,MISIONES,8.430383025286991,8.227833589371523,30.205990933031902,-27.058215458325986,-54.96724865075839
614,2017,3,NEUQUEN,8.16517738570226,18.10848135178631,60.8304131050389,-38.49954335558701,-69.8742115743201
615,2017,3,RIO NEGRO,5.487278804673885,14.924361907723748,48.51865893950063,-39.89645026413934,-67.6105113380815
616,2017,3,SALTA,6.133146206896552,9.649427484390076,39.839700806907416,-24.248013631473587,-64.70250708135784
617,2017,3,SAN JUAN,3.4497842064911834,8.245115565495915,32.36688935995978,-31.31442612644254,-68.50334378949645
618,2017,3,SAN LUIS,3.50338739319684,4.429809174940647,15.477861790298098,-32.98264595285886,-65.88683861327827
619,2017,3,SANTA CRUZ,3.610470505758638,9.907366563740627,33.29182971658959,-48.863730255517886,-69.86373350526509
620,2017,3,SANTA FE,7.792215148399743,19.15216489884956,60.90635563451515,-31.64634283294476,-61.04726054930406
621,2017,3,SANTIAGO DEL ESTERO,5.178558078335373,8.716515836151316,35.12104488438485,-27.784103764741893,-63.62189998971087
622,2017,3,TIERRA DEL FUEGO,3.475358271865121,19.49276439686788,65.74180473434595,-62.35015217161648,-59.53190998460846
623,2017,3,TUCUMAN,6.385176801555399,9.833448455500244,39.69537916123259,-26.998180477681764,-65.29453734502505
624,2017,2,BUENOS AIRES,7.198747751887984,18.104156481000476,56.27214416169132,-35.633728326052875,-59.695392866402734
626,2017,2,CATAMARCA,5.102182825899711,6.608185687419579,25.97712106768351,-27.97273476331947,-66.12713970412685
627,2017,2,CHACO,7.689213433544128,7.763587198662014,29.045524775453423,-26.86207729911804,-60.15511735633289
628,2017,2,CHUBUT,3.44726909222351,10.897114883440477,35.54601117914412,-44.077151734192086,-68.66765299463769
629,2017,2,CORDOBA,7.421321799076774,18.05661531060883,58.973528908003566,-31.846608244153405,-63.96214628932277
630,2017,2,CORRIENTES,6.791580482607055,8.265165616133114,31.38612136835505,-28.61578113415668,-57.97533573736128
631,2017,2,ENTRE RIOS,6.287810106292773,13.571663585663645,45.38933102824724,-31.925167566210387,-59.26302098168299
632,2017,2,FORMOSA,6.1786533146404965,5.081818706168551,19.965076445261992,-25.09315954739276,-59.46860152020448
633,2017,2,JUJUY,4.541861878194008,5.729417105648426,22.403415894624064,-23.523573011085336,-65.43805280478172
634,2017,2,LA PAMPA,3.3182593614961053,20.920811368324543,63.49352648099681,-36.47714174789248,-64.4553406128059
635,2017,2,LA RIOJA,5.53385510805501,4.313641371128342,16.203445806143563,-29.330863895517307,-67.13983451857555
636,2017,2,MENDOZA,3.507255863215121,8.863231962926129,31.75860536139077,-33.368795530481485,-68.68534600457129
637,2017,2,MISIONES,7.604338490520663,8.196262181174568,30.089248025085933,-27.058215458325986,-54.96724865075839
638,2017,2,NEUQUEN,6.700610698446883,18.43063459528346,61.91013427666159,-38.49954335558701,-69.8742115743201
639,2017,2,RIO NEGRO,4.741350857381452,14.1565144707972,46.02080512293318,-39.89645026413934,-67.6105113380815
640,2017,2,SALTA,5.756213134839845,7.929941866624195,32.739420263626215,-24.248013631473587,-64.70250708135784
641,2017,2,SAN JUAN,3.492033809523809,6.869062671706707,26.96461612024698,-31.31442612644254,-68.50334378949645
642,2017,2,SAN LUIS,3.502824149975052,2.722999699195193,9.513970314868304,-32.98264595285886,-65.88683861327827
643,2017,2,SANTA CRUZ,3.60311348968991,7.812000426302888,26.248619828709558,-48.863730255517886,-69.86373350526509
644,2017,2,SANTA FE,6.838749250446204,16.436519275562326,52.26961123969867,-31.64634283294476,-61.04726054930406
645,2017,2,SANTIAGO DEL ESTERO,5.05794740805446,3.5041532386183105,14.118988073971998,-27.784103764741893,-63.62189998971087
646,2017,2,TIERRA DEL FUEGO,3.476761467376085,20.30130511507835,68.46322075955756,-62.35015217161648,-59.53190998460846
647,2017,2,TUCUMAN,6.093280445624717,9.459823731438563,38.18623365639289,-26.998180477681764,-65.29453734502505
648,2017,1,BUENOS AIRES,6.678482577091709,18.80485503101168,58.57400244920328,-35.633728326052875,-59.695392866402734
650,2017,1,CATAMARCA,4.973784837545127,6.527341318167275,25.659350838021503,-27.97273476331947,-66.12713970412685
651,2017,1,CHACO,7.307905398272823,7.65022534015797,28.62166053842791,-26.86207729911804,-60.15511735633289
652,2017,1,CHUBUT,3.4433862008733622,10.932503392025788,35.662220237763016,-44.077151734192086,-68.66765299463769
653,2017,1,CORDOBA,6.799477637369997,17.652242570602198,57.65332959287443,-31.846608244153405,-63.96214628932277
654,2017,1,CORRIENTES,6.43297127701597,8.147787146784857,30.940600109644144,-28.61578113415668,-57.97533573736128
655,2017,1,ENTRE RIOS,5.9514745757075245,13.427434245008817,44.907273687041226,-31.925167566210387,-59.26302098168299
656,2017,1,FORMOSA,5.742388931901572,5.050590921688212,19.842489178645863,-25.09315954739276,-59.46860152020448
657,2017,1,JUJUY,4.393861259634748,5.81976940765058,22.756985962232346,-23.523573011085336,-65.43805280478172
658,2017,1,LA PAMPA,3.2208135842183347,20.64904971242997,62.66928104575163,-36.47714174789248,-64.4553406128059
659,2017,1,LA RIOJA,5.427180473372781,4.311444393660782,16.19552414605418,-29.330863895517307,-67.13983451857555
660,2017,1,MENDOZA,3.5072942051440963,8.886706245725367,31.843012770179666,-33.368795530481485,-68.68534600457129
661,2017,1,MISIONES,7.341041988916319,8.041713210556319,29.522202363131044,-27.058215458325986,-54.96724865075839
662,2017,1,NEUQUEN,6.0348361444213925,18.166254008454768,61.02302006782746,-38.49954335558701,-69.8742115743201
663,2017,1,RIO NEGRO,4.449448877971685,14.158945655638249,46.02953874119518,-39.89645026413934,-67.6105113380815
664,2017,1,SALTA,5.335371217821875,7.8901262912821775,32.57548931482305,-24.248013631473587,-64.70250708135784
665,2017,1,SAN JUAN,3.492435161246428,6.887390312005832,27.03676098842391,-31.31442612644254,-68.50334378949645
666,2017,1,SAN LUIS,3.502824149975052,2.7319835263877543,9.545500193678896,-32.98264595285886,-65.88683861327827
667,2017,1,SANTA CRUZ,3.591930075636318,7.89382704275053,26.52499173785465,-48.863730255517886,-69.86373350526509
668,2017,1,SANTA FE,6.284036486892411,16.34225474583628,51.970107692080425,-31.64634283294476,-61.04726054930406
669,2017,1,SANTIAGO DEL ESTERO,4.948965833284994,3.648850889800999,14.702119493368588,-27.784103764741893,-63.62189998971087
670,2017,1,TIERRA DEL FUEGO,3.476761467376085,20.43548670566672,68.91974851288131,-62.35015217161648,-59.53190998460846
671,2017,1,TUCUMAN,5.8755073256955805,9.388852799951817,37.90016075894098,-26.998180477681764,-65.29453734502505
672,2016,4,BUENOS AIRES,6.3515464502603125,18.578640735833822,61.236587430356856,-35.633728326052875,-59.695392866402734
674,2016,4,CATAMARCA,4.885711305119858,6.720813040873304,26.543515589961917,-27.97273476331947,-66.12713970412685
675,2016,4,CHACO,7.077531005919823,7.653240095890541,28.786656085255263,-26.86207729911804,-60.15511735633289
676,2016,4,CHUBUT,3.407191291444817,10.959254911598952,36.07290546427898,-44.077151734192086,-68.66765299463769
677,2016,4,CORDOBA,6.4667403639056085,17.57129145976522,57.696719154378975,-31.846608244153405,-63.96214628932277
678,2016,4,CORRIENTES,6.236245604077509,8.119896031116928,30.98107037649768,-28.61578113415668,-57.97533573736128
679,2016,4,ENTRE RIOS,5.807350829127614,13.451982739190726,45.208402854677,-31.925167566210387,-59.26302098168299
680,2016,4,FORMOSA,5.630674164916322,5.02928480990009,19.84823607816392,-25.09315954739276,-59.46860152020448
681,2016,4,JUJUY,4.323962745742035,5.758804384392255,22.651387008241425,-23.523573011085336,-65.43805280478172
682,2016,4,LA PAMPA,3.189559729749796,20.6707608364078,63.016182768654026,-36.47714174789248,-64.4553406128059
683,2016,4,LA RIOJA,5.34376242721422,4.350562085368715,16.45531638401623,-29.330863895517307,-67.13983451857555
684,2016,4,MENDOZA,3.506603469745376,8.910941733480245,32.10735338479002,-33.368795530481485,-68.68534600457129
685,2016,4,MISIONES,7.109475809101364,8.047024567428018,29.720149807797423,-27.058215458325986,-54.96724865075839
686,2016,4,NEUQUEN,5.678446306542373,17.993247493890816,60.873667228199054,-38.49954335558701,-69.8742115743201
687,2016,4,RIO NEGRO,4.369930463165329,14.170250609480686,46.38521035065572,-39.89645026413934,-67.6105113380815
688,2016,4,SALTA,5.220883577846971,7.865487548426057,32.69411973937546,-24.248013631473587,-64.70250708135784
689,2016,4,SAN JUAN,3.491135554044867,6.913287316652287,27.292421452197058,-31.31442612644254,-68.50334378949645
690,2016,4,SAN LUIS,3.502824149975052,2.7410268293938924,9.640682435370556,-32.98264595285886,-65.88683861327827
691,2016,4,SANTA CRUZ,3.5639164089588604,7.940780215262837,27.04676021484584,-48.863730255517886,-69.86373350526509
692,2016,4,SANTA FE,6.040233328940666,16.345011971501133,52.19105023718895,-31.64634283294476,-61.04726054930406
693,2016,4,SANTIAGO DEL ESTERO,4.866794431448622,3.719720429331573,15.067847510433346,-27.784103764741893,-63.62189998971087
694,2016,4,TIERRA DEL FUEGO,3.476761467376085,20.57132386392357,70.30526590539473,-62.35015217161648,-59.53190998460846
695,2016,4,TUCUMAN,5.7277669342021085,9.349553397483636,37.9807622036193,-26.998180477681764,-65.29453734502505
696,2016,3,BUENOS AIRES,5.914918008163684,18.295308597951934,60.14329545468815,-35.633728326052875,-59.695392866402734
698,2016,3,CATAMARCA,4.725241179958494,6.72059087375157,26.48067675746367,-27.97273476331947,-66.12713970412685
699,2016,3,CHACO,6.718220363245951,7.706877803276395,28.910749068480957,-26.86207729911804,-60.15511735633289
700,2016,3,CHUBUT,3.343866327984636,11.041169584989312,36.17869442878647,-44.077151734192086,-68.66765299463769
701,2016,3,CORDOBA,6.068526923518407,17.78550480431242,58.24381625803197,-31.846608244153405,-63.96214628932277
702,2016,3,CORRIENTES,5.958192561066714,8.161726730902307,31.066878826051184,-28.61578113415668,-57.97533573736128
703,2016,3,ENTRE RIOS,5.586427488329489,13.552371996148606,45.43514088447326,-31.925167566210387,-59.26302098168299
704,2016,3,FORMOSA,5.416131006999096,4.733748023050463,18.639708302862847,-25.09315954739276,-59.46860152020448
705,2016,3,JUJUY,4.215291130909006,5.76400350138348,22.605154265256864,-23.523573011085336,-65.43805280478172
706,2016,3,LA PAMPA,3.144998426188228,20.294829381412075,61.73178543650905,-36.47714174789248,-64.4553406128059
707,2016,3,LA RIOJA,5.076731739002066,4.529887087279927,17.074559106484113,-29.330863895517307,-67.13983451857555
708,2016,3,MENDOZA,3.50729080145311,8.930444449562124,32.08835884566649,-33.368795530481485,-68.68534600457129
709,2016,3,MISIONES,6.741222269842242,8.121652823521027,29.905385775898186,-27.058215458325986,-54.96724865075839
710,2016,3,NEUQUEN,5.292166864731292,17.862151015228427,60.21485088853954,-38.49954335558701,-69.8742115743201
711,2016,3,RIO NEGRO,4.162924282482748,14.220201565227184,46.38796536215942,-39.89645026413934,-67.6105113380815
712,2016,3,SALTA,5.052874436550483,7.955372391224448,32.95583168118035,-24.248013631473587,-64.70250708135784
713,2016,3,SAN JUAN,3.4890674462877342,6.939188629814689,27.31712713599077,-31.31442612644254,-68.50334378949645
714,2016,3,SAN LUIS,3.5030237740401677,2.7472425273887247,9.630539686885156,-32.98264595285886,-65.88683861327827
715,2016,3,SANTA CRUZ,3.53583356483625,7.932484607529773,26.835201895450695,-48.863730255517886,-69.86373350526509
716,2016,3,SANTA FE,5.6772637615647845,16.529361932364445,52.67215036886248,-31.64634283294476,-61.04726054930406
717,2016,3,SANTIAGO DEL ESTERO,4.670123087013555,3.794480871177055,15.329646578472886,-27.784103764741893,-63.62189998971087
718,2016,3,TIERRA DEL FUEGO,3.47654537746248,20.307103192524696,68.94049249100736,-62.35015217161648,-59.53190998460846
719,2016,3,TUCUMAN,5.544683260191403,9.35861636036972,37.89736341023836,-26.998180477681764,-65.29453734502505
720,2016,2,BUENOS AIRES,5.415144367004824,18.09868456828956,59.33852679105808,-35.633728326052875,-59.695392866402734
722,2016,2,CATAMARCA,4.3648359645166135,6.632980570132604,26.07418805974065,-27.97273476331947,-66.12713970412685
723,2016,2,CHACO,6.297357510958081,7.642896733294073,28.5935505552226,-26.86207729911804,-60.15511735633289
724,2016,2,CHUBUT,3.335973498985547,11.074824787933132,36.12438565556337,-44.077151734192086,-68.66765299463769
725,2016,2,CORDOBA,5.516912823002807,17.620348014320207,57.54798052828644,-31.846608244153405,-63.96214628932277
726,2016,2,CORRIENTES,5.601822569524247,8.053039893831306,30.58016204661656,-28.61578113415668,-57.97533573736128
727,2016,2,ENTRE RIOS,5.131142783301248,13.377306134693264,44.73887454518738,-31.925167566210387,-59.26302098168299
728,2016,2,FORMOSA,5.104132195866278,4.930439412017454,19.370070664564,-25.09315954739276,-59.46860152020448
729,2016,2,JUJUY,3.843353043958065,5.597761384701527,21.888281043576683,-23.523573011085336,-65.43805280478172
730,2016,2,LA PAMPA,3.146067806525381,19.91385540427254,60.43686025737927,-36.47714174789248,-64.4553406128059
731,2016,2,LA RIOJA,4.773843067001075,4.4934890589340855,16.878902611111524,-29.330863895517307,-67.13983451857555
732,2016,2,MENDOZA,3.500168567871608,8.96594364845842,32.12597179442594,-33.368795530481485,-68.68534600457129
